"","ds_id","auth_id","timestamp"
"1019","doi:10.7281/T1/A9NKJ7","0000-0003-4555-3162",2020-10-21 20:37:18
"1020","doi:10.7281/T1/IRL0IE","0000-0003-4555-3162",2024-07-19 14:14:00
"1021","doi:10.7281/T1/WYN7FI","0000-0003-4555-3162",2024-07-30 14:30:55
"1022","doi:10.7281/T1/V4BATB","0000-0003-4555-3162",2024-07-31 13:11:09
"1023","doi:10.7281/T1/CCC69H","437",2021-03-23 16:40:40
"1024","doi:10.7281/T1/TNHLOJ","438",2018-12-04 18:10:52
"1025","doi:10.7281/T10Z715B","439",2016-10-28
"1026","doi:10.7281/T1/VWR4GR","0000-0002-9113-2978",2017-02-23 14:12:11
"1027","doi:10.7281/T1/BXJT0B","0000-0001-9612-8532",2021-12-21 17:56:17
"1028","doi:10.7281/T1/NL3HTW","440",2023-05-16 18:53:51
"1029","doi:10.7281/T1/UDTJPD","441",2020-02-20 18:10:12
"1030","doi:10.7281/T1/YOFR1E","442",2019-06-26 17:38:15
"1031","doi:10.7281/T1/EOPWE4","0000-0003-3978-9662",2019-06-26 17:27:07
"1032","doi:10.7281/T1/CLTDND","443",2019-06-26 17:45:57
"1033","doi:10.7281/T1/LR1FMH","444",2021-07-30 17:40:19
"1034","doi:10.7281/T1/DTCK4M","445",2021-09-09 17:10:19
"1035","doi:10.7281/T1/EAFMCT","446",2018-12-07 18:10:05
"1036","doi:10.7281/T1/ONZHUS","447",2019-07-08 18:17:31
"1037","doi:10.7281/T1/6Y08LS","0000-0003-2831-4389",2018-08-22 19:06:03
"1038","doi:10.7281/T1/DTCK4M","448",2021-09-09 17:10:19
"1039","doi:10.7281/T1/QGOMA0","0000-0003-3849-5064",2020-05-13 17:30:30
"1040","doi:10.7281/T1/LJ9FLW","0000-0003-3849-5064",2022-04-19 11:56:18
"1041","doi:10.7281/T1/VWR4GR","0000-0003-1622-0545",2017-02-23 14:12:11
"1042","doi:10.7281/T1/SP6KO3","449",2017-11-22 19:46:20
"1043","doi:10.7281/T1/ZHG9BB","0000-0001-8688-115X",2017-08-28 17:18:07
"1044","doi:10.7281/T1/OSQSMY","0000-0002-5655-8201",2018-08-17 13:15:49
"1045","doi:10.7281/T1/CCC69H","0000-0001-5095-1478",2021-03-23 16:40:40
"1046","doi:10.7281/T1/TLEBVW","0000-0002-9868-7896",2017-12-20 18:16:30
"1047","doi:10.7281/T1/PG105Y","0000-0003-2369-540X",2022-04-21 14:45:06
"1048","doi:10.7281/T1/0HWVS1","0000-0001-7942-8998",2024-06-28 14:02:28
"1049","doi:10.7281/T1/OSQSMY","450",2018-08-17 13:15:49
"1050","doi:10.7281/T1/E70MXR","451",2021-01-07 17:45:16
"1051","doi:10.7281/T1/AGLFQ2","0000-0001-8706-9825",2024-03-18 18:32:52
"1052","doi:10.7281/T1/I0H3GY","0000-0002-5478-5291",2023-07-21 20:11:46
"1053","doi:10.7281/T19G5JRC","452",2015-10-22
"1054","doi:10.7281/T1/FPN6MI","0000-0002-4396-2432",2023-08-03 20:18:29
"1055","doi:10.7281/T1RN35S8","453",2015-08-25
"1056","doi:10.7281/T1/FFU0LR","0009-0000-3215-8716",2024-04-29 13:13:02
"1057","doi:10.7281/T1/WYN7FI","0000-0001-9163-5607",2024-07-30 14:30:55
"1058","doi:10.7281/T1/YI383C","454",2017-08-16 16:55:31
"1059","doi:10.7281/T1/SMICE5","0000-0003-2622-3459",2024-01-29 20:22:57
"1060","doi:10.7281/T1/YOFR1E","455",2019-06-26 17:38:15
"1061","doi:10.7281/T1/VAQP5N","456",2018-10-24 15:06:55
"1062","doi:10.7281/T1/DP2U9M","0000-0002-1927-0970",2019-07-10 18:25:43
"1063","doi:10.7281/T1/SQ6FO9","0000-0002-8004-3486",2018-08-24 14:54:41
"1064","doi:10.7281/T1/6JMKIG","0000-0002-8004-3486",2019-01-15 20:29:36
"1065","doi:10.7281/T1/IVVFCM","457",2023-04-21 16:24:52
"1066","doi:10.7281/T1/IVVFCM","0000-0001-9423-0816",2023-04-21 16:24:52
"1067","doi:10.7281/T1/6BHBC4","458",2020-01-13 18:12:38
"1068","doi:10.7281/T1/QA0SFN","459",2020-11-23 17:56:48
"1069","doi:10.7281/T1/VDZAZY","0000-0003-3117-7477",2020-08-28 18:59:41
"1070","doi:10.7281/T1/IM9BZI","460",2024-04-22 18:43:06
"1071","doi:10.7281/T1/YXVVML","461",2017-08-16 16:55:42
"1072","doi:10.7281/T1/AOTRD6","0009-0001-1248-9590",2024-06-27 20:51:31
"1073","doi:10.7281/T1/ZOW11X","462",2021-02-01 15:16:20
"1074","doi:10.7281/T1/KCIPSB","0000-0002-1216-0285",2021-02-01 15:15:59
"1075","doi:10.7281/T1/PG105Y","463",2022-04-21 14:45:06
"1076","doi:10.7281/T1/5UEIRG","464",2022-05-24 12:26:25
"1077","doi:10.7281/T1/YUHUYN","465",2023-05-23 20:37:12
"1078","doi:10.7281/T1/1MQMFC","466",2023-05-23 20:37:37
"1079","doi:10.7281/T1/UJO8EZ","0000-0002-1216-0285",2023-12-12 14:36:47
"1080","doi:10.7281/T1/XNZRR8","467",2022-04-21 14:44:27
"1081","doi:10.7281/T1/L4QB1Z","468",2022-04-19 19:15:56
"1082","doi:10.7281/T1/UIJLZO","0000-0002-1216-0285",2024-02-27 14:26:57
"1083","doi:10.7281/T1/XGVRX0","469",2022-06-23 16:11:51
"1084","doi:10.7281/T1/860JVB","470",2023-05-23 20:36:46
"1085","doi:10.7281/T1/8VU7A2","471",2023-05-09 12:24:18
"1086","doi:10.7281/T1/KWDKME","0000-0002-1216-0285",2024-04-11 15:30:47
"1087","doi:10.7281/T1/C8BCOW","472",2024-02-27 14:23:24
"1088","doi:10.7281/T1/MYBQC7","473",2024-04-29 18:15:03
"1089","doi:10.7281/T1/SWNGEP","474",2021-05-07 14:09:25
"1090","doi:10.7281/T1/FIS2QT","475",2020-06-17 13:26:05
"1091","doi:10.7281/T1/IRMGH8","0000-0001-5913-2073",2024-02-28 12:19:18
"1092","doi:10.7281/T1D798BQ","476",2016-06-01
"1093","doi:10.7281/T1/C6MCOX","477",2019-04-29 15:12:30
"1094","doi:10.7281/T1/UDTJPD","478",2020-02-20 18:10:12
"1095","doi:10.7281/T1/XTSKOW","479",2017-09-19 13:08:30
"1096","doi:10.7281/T1/DX9DL8","480",2018-11-12 18:48:14
"1097","doi:10.7281/T1H41PBJ","0000-0003-0510-0513",2015-08-25
"1098","doi:10.7281/T1/TNHLOJ","0000-0001-5096-6549",2018-12-04 18:10:52
"1099","doi:10.7281/T1RN35S8","481",2015-08-25
"1100","doi:10.7281/T1/L8UP2G","0000-0003-0540-9940",2018-04-17 20:37:48
"1101","doi:10.7281/T1/IVVFCM","482",2023-04-21 16:24:52
"1102","doi:10.7281/T10Z715B","483",2016-10-28
"1103","doi:10.7281/T1/7IXSOP","0000-0003-1117-9993",2022-09-23 16:12:59
"1104","doi:10.7281/T1/UP8RWD","0000-0001-8292-1759",2023-12-07 20:11:09
"1105","doi:10.7281/T1/OSQSMY","0000-0002-1059-0847",2018-08-17 13:15:49
"1106","doi:10.7281/T1/NH6EGH","0000-0002-1059-0847",2021-07-12 20:08:01
"1107","doi:10.7281/T1/RDLYMJ","0000-0003-0319-0578",2024-09-13 19:49:27
"1108","doi:10.7281/T1/CUEL0W","0000-0002-9077-7088",2021-08-25 16:31:48
"1109","doi:10.7281/T1D798BQ","0000-0003-3586-2383",2016-06-01
"1110","doi:10.7281/T1/4F90KQ","0000-0003-3586-2383",2020-04-09 12:26:47
"1111","doi:10.7281/T1/HWU9TZ","484",2024-05-28 18:45:52
"1112","doi:10.7281/T1/NLHSKE","0000-0003-3062-8053",2023-06-02 12:54:10
"1113","doi:10.7281/T1/H1ZPLI","0000-0002-5696-9967",2023-07-06 16:00:37
"1114","doi:10.7281/T19G5JRC","485",2015-10-22
"1115","doi:10.7281/T19G5JRC","0000-0003-4849-5084",2015-10-22
"1116","doi:10.7281/T1/7ELIJW","486",2024-04-26 19:51:18
"1117","doi:10.7281/T1/YUHUYN","0000-0002-0430-1922",2023-05-23 20:37:12
"1118","doi:10.7281/T1/KWDKME","0000-0002-0430-1922",2024-04-11 15:30:47
"1119","doi:10.7281/T1/LJZQPI","487",2019-06-21 13:53:21
"1120","doi:10.7281/T1/9VJGPI","0000-0003-0166-3626",2023-09-05 16:08:55
"1121","doi:10.7281/T1/IVVFCM","488",2023-04-21 16:24:52
"1122","doi:10.7281/T1/YI383C","489",2017-08-16 16:55:31
"1123","doi:10.7281/T1/2PGJQU","0000-0001-6272-1100",2023-03-08 20:14:56
"1124","doi:10.7281/T1/IFSXNV","0000-0001-6272-1100",2020-10-15 12:47:22
"1125","doi:10.7281/T1/C304HZ","0000-0001-6272-1100",2022-03-30 19:24:13
"1126","doi:10.7281/T1/6BHBC4","490",2020-01-13 18:12:38
"1127","doi:10.7281/T1/EAFMCT","491",2018-12-07 18:10:05
"1128","doi:10.7281/T1/ONZHUS","492",2019-07-08 18:17:31
"1129","doi:10.7281/T1JW8BSS","493",2020-10-30 18:26:13
"1130","doi:10.7281/T1/FPN6MI","0000-0003-1807-2785",2023-08-03 20:18:29
"1131","doi:10.7281/T1/FIS2QT","494",2020-06-17 13:26:05
"1132","doi:10.7281/T1/D06YVM","495",2017-07-12 18:28:45
"1133","doi:10.7281/T1/IM9BZI","496",2024-04-22 18:43:06
"1134","doi:10.7281/T1/VCPZIK","0000-0002-1003-2650",2021-08-05 21:44:39
"1135","doi:10.7281/T1/YUHUYN","0000-0002-1003-2650",2023-05-23 20:37:12
"1136","doi:10.7281/T1/KWDKME","0000-0002-1003-2650",2024-04-11 15:30:47
"1137","doi:10.7281/T1/CZZDLJ","0000-0002-1003-2650",2017-06-22 13:24:47
"1138","doi:10.7281/T1/NT8FQN","0000-0002-1003-2650",2022-06-23 19:23:06
"1139","doi:10.7281/T1/D3EV75","0000-0002-1003-2650",2022-05-24 12:27:31
"1140","doi:10.7281/T1/5UEIRG","0000-0002-1003-2650",2022-05-24 12:26:25
"1141","doi:10.7281/T1/8VU7A2","0000-0002-1003-2650",2023-05-09 12:24:18
"1142","doi:10.7281/T1/VAQP5N","0000-0001-5917-4126",2018-10-24 15:06:55
"1143","doi:10.7281/T1/CCC69H","0000-0001-5917-4126",2021-03-23 16:40:40
"1144","doi:10.7281/T1/IVVFCM","497",2023-04-21 16:24:52
"1145","doi:10.7281/T1/EAFMCT","498",2018-12-07 18:10:05
"1146","doi:10.7281/T1/UXPNT5","0000-0001-6848-1881",2022-04-08 17:18:45
"1147","doi:10.7281/T1/ONZHUS","0000-0001-6848-1881",2019-07-08 18:17:31
"1148","doi:10.7281/T1/2K70CX","0000-0002-1151-060X",2020-01-13 15:17:50
"1149","doi:10.7281/T19G5JRC","499",2015-10-22
"1150","doi:10.7281/T1/D3EV75","500",2022-05-24 12:27:31
"1151","doi:10.7281/T1/8VU7A2","501",2023-05-09 12:24:18
"1152","doi:10.7281/T1/D3EV75","502",2022-05-24 12:27:31
"1153","doi:10.7281/T1/FN9EH6","0000-0003-3170-2999",2017-04-03 18:11:57
"1154","doi:10.7281/T1/ZHG9BB","0000-0003-3170-2999",2017-08-28 17:18:07
"1155","doi:10.7281/T1/SP6KO3","0000-0003-1862-0649",2017-11-22 19:46:20
"1156","doi:10.7281/T14Q7RW8","0000-0002-7459-4978",2016-07-14
"1157","doi:10.7281/T1/EWN8ZN","0000-0002-9650-2210",2021-07-19 21:01:24
"1158","doi:10.7281/T1/D3EV75","0000-0002-9650-2210",2022-05-24 12:27:31
"1159","doi:10.7281/T1/5UEIRG","0000-0002-9650-2210",2022-05-24 12:26:25
"1160","doi:10.7281/T1/1MQMFC","0000-0002-9650-2210",2023-05-23 20:37:37
"1161","doi:10.7281/T1/8VU7A2","0000-0002-9650-2210",2023-05-09 12:24:18
"1162","doi:10.7281/T1/LJ9FLW","0000-0003-1106-8580",2022-04-19 11:56:18
"1163","doi:10.7281/T1/QGOMA0","0000-0003-1106-8580",2020-05-13 17:30:30
"1164","doi:10.7281/T1/8DBUAP","503",2023-07-13 17:40:06
"1165","doi:10.7281/T1/8DBUAP","0000-0002-7278-708X",2023-07-13 17:40:06
"1166","doi:10.7281/T1MW2F2Z","504",2015-08-25
"1167","doi:10.7281/T1/RDLYMJ","505",2024-09-13 19:49:27
"1168","doi:10.7281/T17P8W98","506",2015-08-25
"1169","doi:10.7281/T1/EOPWE4","507",2019-06-26 17:27:07
"1170","doi:10.7281/T1/6BHBC4","0000-0002-1564-6547",2020-01-13 18:12:38
"1171","doi:10.7281/T1/FN9EH6","0000-0002-1564-6547",2017-04-03 18:11:57
"1172","doi:10.7281/T1/ZHG9BB","0000-0002-1564-6547",2017-08-28 17:18:07
"1173","doi:10.7281/T1/4AJ8Y1","0000-0002-1564-6547",2018-04-20 19:17:14
"1174","doi:10.7281/T1/VWQ4J3","0000-0002-1564-6547",2020-04-01 17:02:54
"1175","doi:10.7281/T1/LJZQPI","0000-0002-1564-6547",2019-06-21 13:53:21
"1176","doi:10.7281/T1/VNEEJB","0000-0001-8061-8115",2023-04-04 23:55:24
"1177","doi:10.7281/T1/CZDPSX","508",2019-09-18 15:58:57
"1178","doi:10.7281/T1/2PGJQU","0000-0002-0055-9950",2023-03-08 20:14:56
"1179","doi:10.7281/T1/IFSXNV","0000-0002-0055-9950",2020-10-15 12:47:22
"1180","doi:10.7281/T1/C304HZ","0000-0002-0055-9950",2022-03-30 19:24:13
"1181","doi:10.7281/T1/7IXSOP","0000-0001-8041-9060",2022-09-23 16:12:59
"1182","doi:10.7281/T1/C6MCOX","0000-0002-3535-5616",2019-04-29 15:12:30
"1183","doi:10.7281/T1/UDTJPD","0000-0002-3535-5616",2020-02-20 18:10:12
"1184","doi:10.7281/T1/DX9DL8","0000-0001-9835-5165",2018-11-12 18:48:14
"1185","doi:10.7281/T1/OSQSMY","0000-0002-7164-1601",2018-08-17 13:15:49
"1186","doi:10.7281/T1/NH6EGH","0000-0002-7164-1601",2021-07-12 20:08:01
"1187","doi:10.7281/T1/NEACHP","0000-0003-3305-6281",2023-01-06 23:39:14
"1188","doi:10.7281/T1/N1X6I4","509",2021-02-04 22:20:30
"1189","doi:10.7281/T1/QVAHMD","510",2022-05-18 11:30:39
"1190","doi:10.7281/T1/D06YVM","511",2017-07-12 18:28:45
"1191","doi:10.7281/T1/EAFMCT","512",2018-12-07 18:10:05
"1192","doi:10.7281/T1/ONZHUS","513",2019-07-08 18:17:31
"1193","doi:10.7281/T1SF2T31","0000-0002-3219-9451",2015-12-02
"1194","doi:10.7281/T1/LR1FMH","0000-0002-8434-1034",2021-07-30 17:40:19
"1195","doi:10.7281/T1/VWQ4J3","0000-0002-6554-7803",2020-04-01 17:02:54
"1196","doi:10.7281/T19G5JRC","0000-0002-2465-2180",2015-10-22
"1197","doi:10.7281/T1/SP6KO3","0000-0001-5495-9370",2017-11-22 19:46:20
"1198","doi:10.7281/T1/VZZOJB","0000-0001-5495-9370",2021-03-02 14:37:44
"1199","doi:10.7281/T1/XFNORD","0000-0001-5495-9370",2023-12-21 14:34:36
"1200","doi:10.7281/T1/UP8RWD","514",2023-12-07 20:11:09
"1201","doi:10.7281/T1/VEORXP","0000-0001-7712-7198",2024-07-10 12:59:20
"1202","doi:10.7281/T1WD3XHM","515",2015-08-25
"1203","doi:10.7281/T1/BXJT0B","0000-0001-7273-1898",2021-12-21 17:56:17
"1204","doi:10.7281/T1/NEACHP","0000-0001-7273-1898",2023-01-06 23:39:14
"1205","doi:10.7281/T1/9VJGPI","0000-0001-5385-3072",2023-09-05 16:08:55
"1206","doi:10.7281/T1/FPN6MI","516",2023-08-03 20:18:29
"1207","doi:10.7281/T1/I3ILXO","517",2020-04-17 15:29:44
"1208","doi:10.7281/T1/ZOW11X","0000-0003-4647-0449",2021-02-01 15:16:20
"1209","doi:10.7281/T1/KCIPSB","0000-0003-4647-0449",2021-02-01 15:15:59
"1210","doi:10.7281/T1/PG105Y","518",2022-04-21 14:45:06
"1211","doi:10.7281/T1/M4FJUL","519",2021-03-18 15:19:14
"1212","doi:10.7281/T1/XNZRR8","0000-0003-4647-0449",2022-04-21 14:44:27
"1213","doi:10.7281/T1/L4QB1Z","520",2022-04-19 19:15:56
"1214","doi:10.7281/T1/KWDKME","0000-0003-4647-0449",2024-04-11 15:30:47
"1215","doi:10.7281/T1/4WX5QC","521",2021-07-19 20:41:03
"1216","doi:10.7281/T1/V5DLIW","0000-0003-4647-0449",2023-05-23 20:35:43
"1217","doi:10.7281/T1/XGVRX0","0000-0003-4647-0449",2022-06-23 16:11:51
"1218","doi:10.7281/T1/4RZTRN","522",2021-11-05 18:59:17
"1219","doi:10.7281/T1/WVDKQI","0000-0001-8993-3226",2023-12-11 20:33:49
"1220","doi:10.7281/T1/XOL4BR","523",2024-05-31 15:26:52
"1221","doi:10.7281/T1H41PBJ","524",2015-08-25
"1222","doi:10.7281/T1/MYJBMQ","525",2020-08-24 19:22:07
"1223","doi:10.7281/T1/J8UWFU","526",2024-05-03 17:43:49
"1224","doi:10.7281/T1/OY2X8T","527",2023-03-29 19:01:43
"1225","doi:10.7281/T1/0EYOMQ","528",2022-03-09 21:15:29
"1226","doi:10.7281/T1/T3SA2Z","529",2020-04-13 21:12:23
"1227","doi:10.7281/T1/OY2X8T","530",2023-03-29 19:01:43
"1228","doi:10.7281/T1/YC5BS6","0000-0002-3999-0772",2023-10-18 17:06:58
"1229","doi:10.7281/T1/WVEABK","0000-0002-3999-0772",2023-05-25 17:11:56
"1230","doi:10.7281/T1/DP2U9M","531",2019-07-10 18:25:43
"1231","doi:10.7281/T1/SWU4P8","532",2023-08-08 17:47:21
"1232","doi:10.7281/T1/UZIT7C","0000-0001-7692-2798",2023-12-05 19:53:32
"1233","doi:10.7281/T10Z715B","0000-0001-7692-2798",2016-10-28
"1234","doi:10.7281/T1/AWJUGZ","0000-0001-7692-2798",2020-10-08 19:46:08
"1235","doi:10.7281/T1/AWWAKP","0000-0001-7692-2798",2020-06-02 20:45:26
"1236","doi:10.7281/T1/VWR4GR","0000-0001-7692-2798",2017-02-23 14:12:11
"1237","doi:10.7281/T1/AZ8G3G","533",2022-05-17 19:45:56
"1238","doi:10.7281/T1/0L0OA0","0000-0002-8477-2440",2023-05-08 22:56:03
"1239","doi:10.7281/T1/8DBUAP","534",2023-07-13 17:40:06
"1240","doi:10.7281/T1/SWU4P8","535",2023-08-08 17:47:21
"1241","doi:10.7281/T1/CCC69H","0000-0001-9458-362X",2021-03-23 16:40:40
"1242","doi:10.7281/T1/VAQP5N","0000-0001-9458-362X",2018-10-24 15:06:55
"1243","doi:10.7281/T1/BIJBI6","536",2019-12-19 20:21:04
"1244","doi:10.7281/T1/4RZTRN","537",2021-11-05 18:59:17
"1245","doi:10.7281/T1/FPN6MI","538",2023-08-03 20:18:29
"1246","doi:10.7281/T1/JDHWJN","0000-0002-1299-9646",2024-07-19 14:23:02
"1247","doi:10.7281/T1/BMATHH","539",2021-09-28 11:30:17
"1248","doi:10.7281/T1/VZYIRV","0000-0003-3302-4044",2023-04-17 20:12:24
"1249","doi:10.7281/T1C8276W","0000-0002-9178-2647",2017-08-22 12:23:07
"1250","doi:10.7281/T1F769G3","540",2023-03-16 15:12:56
"1251","doi:10.7281/T1/EQKCFP","0000-0002-1729-0863",2023-10-20 13:46:16
"1252","doi:10.7281/T1/E70MXR","541",2021-01-07 17:45:16
"1253","doi:10.7281/T1/WVDKQI","0000-0003-2755-7610",2023-12-11 20:33:49
"1254","doi:10.7281/T1/FTCWPF","542",2020-04-22 16:05:42
"1255","doi:10.7281/T1/OM3OMQ","543",2017-10-23 17:22:25
"1256","doi:10.7281/T1/L8UP2G","544",2018-04-17 20:37:48
"1257","doi:10.7281/T1W66HPZ","0000-0003-4779-4154",2016-09-08
"1258","doi:10.7281/T1/TNHLOJ","545",2018-12-04 18:10:52
"1259","doi:10.7281/T1/TNHLOJ","0000-0003-1120-1679",2018-12-04 18:10:52
"1260","doi:10.7281/T1/D06YVM","0000-0002-6045-9302",2017-07-12 18:28:45
"1261","doi:10.7281/T1/BXJT0B","0000-0002-9710-4740",2021-12-21 17:56:17
"1262","doi:10.7281/T1/UIJLZO","546",2024-02-27 14:26:57
"1263","doi:10.7281/T1/TNHLOJ","0000-0002-5286-6506",2018-12-04 18:10:52
"1264","doi:10.7281/T1/YPUEQT","0000-0003-0170-1987",2024-02-01 20:27:23
"1265","doi:10.7281/T1/RTSGO0","0000-0003-0170-1987",2022-11-15 14:01:46
"1266","doi:10.7281/T1/5QMDY6","0000-0003-0170-1987",2023-08-25 12:04:54
"1267","doi:10.7281/T1/AVEV7M","0000-0003-0170-1987",2023-03-23 13:42:30
"1268","doi:10.7281/T1/GTUUUG","0000-0003-0170-1987",2024-07-08 13:12:05
"1269","doi:10.7281/T1/JDHWJN","0000-0003-0170-1987",2024-07-19 14:23:02
"1270","doi:10.7281/T1/SWU4P8","547",2023-08-08 17:47:21
"1271","doi:10.7281/T1/RDLYMJ","0009-0001-1784-642X",2024-09-13 19:49:27
"1272","doi:10.7281/T1/THLC8N","548",2024-03-13 19:56:44
"1273","doi:10.7281/T1/KOTDPY","0000-0003-4958-9234",2024-08-30 14:03:32
"1274","doi:10.7281/T1/NTWJAR","549",2024-02-23 20:28:34
"1275","doi:10.7281/T1/VAQP5N","550",2018-10-24 15:06:55
"1276","doi:10.7281/T1/CCC69H","551",2021-03-23 16:40:40
"1277","doi:10.7281/T1RF5RZ7","0000-0003-1696-7809",2016-08-02
"1278","doi:10.7281/T1/HW66X3","0000-0003-1296-6569",2024-02-13 18:07:50
"1279","doi:10.7281/T1/7IXSOP","552",2022-09-23 16:12:59
"1280","doi:10.7281/T1/RTSGO0","0000-0003-0495-2538",2022-11-15 14:01:46
"1281","doi:10.7281/T1/NL3HTW","553",2023-05-16 18:53:51
"1282","doi:10.7281/T1/VDZAZY","0000-0001-6124-1420",2020-08-28 18:59:41
"1283","doi:10.7281/T1/IRL0IE","554",2024-07-19 14:14:00
"1284","doi:10.7281/T1/0L0OA0","0000-0001-9698-5622",2023-05-08 22:56:03
"1285","doi:10.7281/T1/87PH8T","0000-0002-7645-3861",2021-06-30 20:25:47
"1286","doi:10.7281/T1/FWDYPW","0000-0002-7645-3861",2022-10-06 14:49:15
"1287","doi:10.7281/T1/QQ77OB","0000-0002-7645-3861",2022-09-27 20:22:01
"1288","doi:10.7281/T1/KTOG9W","0000-0002-7667-244X",2024-05-02 20:09:40
"1289","doi:10.7281/T1/AWJUGZ","0000-0002-5693-0392",2020-10-08 19:46:08
"1290","doi:10.7281/T1/7IXSOP","0000-0003-3913-8982",2022-09-23 16:12:59
"1291","doi:10.7281/T1/QS3QFT","0009-0002-9512-5377",2024-03-26 20:35:29
"1292","doi:10.7281/T1/F5PD42","0009-0002-9512-5377",2024-04-02 12:46:37
"1293","doi:10.7281/T1/F5PD42","555",2024-04-02 12:46:37
"1294","doi:10.7281/T1MW2F2Z","556",2015-08-25
"1295","doi:10.7281/T1MW2F2Z","557",2015-08-25
"1296","doi:10.7281/T1RN35S8","558",2015-08-25
"1297","doi:10.7281/T1/RDLYMJ","559",2024-09-13 19:49:27
"1298","doi:10.7281/T1/IZMSNX","560",2024-07-29 16:28:32
"1299","doi:10.7281/T1/LJ9FLW","561",2022-04-19 11:56:18
"1300","doi:10.7281/T1/QGOMA0","0000-0002-2587-9539",2020-05-13 17:30:30
"1301","doi:10.7281/T1/IRMGH8","0000-0002-1612-5532",2024-02-28 12:19:18
"1302","doi:10.7281/T1/OSQSMY","562",2018-08-17 13:15:49
"1303","doi:10.7281/T1/NH6EGH","563",2021-07-12 20:08:01
"1304","doi:10.7281/T1/VEORXP","0000-0003-0334-408X",2024-07-10 12:59:20
"1305","doi:10.7281/T1/YI383C","0000-0002-7484-8114",2017-08-16 16:55:31
"1306","doi:10.7281/T1/JDHWJN","564",2024-07-19 14:23:02
"1307","doi:10.7281/T1/IRL0IE","565",2024-07-19 14:14:00
"1308","doi:10.7281/T1/TP9B4Y","0000-0002-7479-1437",2018-06-13 13:46:01
"1309","doi:10.7281/T1/YZKNJ6","566",2024-02-22 19:52:00
"1310","doi:10.7281/T1/7ELIJW","0000-0001-5207-9249",2024-04-26 19:51:18
"1311","doi:10.7281/T1/YZKNJ6","0000-0001-5207-9249",2024-02-22 19:52:00
"1312","doi:10.7281/T1/VWQ4J3","0000-0002-5091-1975",2020-04-01 17:02:54
"1313","doi:10.7281/T10Z715B","0000-0002-0698-0658",2016-10-28
"1314","doi:10.7281/T1/6JMKIG","0000-0002-0698-0658",2019-01-15 20:29:36
"1315","doi:10.7281/T1/XTJ1YP","0000-0002-0698-0658",2018-10-17 19:45:35
"1316","doi:10.7281/T1/AZE8LU","567",2020-12-01 20:12:59
"1317","doi:10.7281/T1/SQ6FO9","0000-0002-0698-0658",2018-08-24 14:54:41
"1318","doi:10.7281/T1/T3SA2Z","568",2020-04-13 21:12:23
"1319","doi:10.7281/T1/JYAHTN","0000-0002-0698-0658",2020-11-24 12:54:16
"1320","doi:10.7281/T1/4ZCOC4","0000-0002-0698-0658",2020-04-06 19:13:23
"1321","doi:10.7281/T1/RECXQW","0000-0002-0698-0658",2022-01-10 16:51:56
"1322","doi:10.7281/T1/X4MXHC","0000-0002-0698-0658",2022-04-07 16:35:56
"1323","doi:10.7281/T1/YQDI0F","569",2021-04-06 13:35:42
"1324","doi:10.7281/T1/1ECVB0","0000-0002-0698-0658",2020-04-09 20:50:28
"1325","doi:10.7281/T1/SQJ7G0","0000-0002-0698-0658",2024-04-22 15:29:40
"1326","doi:10.7281/T1/JYAHTN","570",2020-11-24 12:54:16
"1327","doi:10.7281/T1/WVDKQI","0000-0002-9766-8124",2023-12-11 20:33:49
"1328","doi:10.7281/T1WD3XHM","0000-0001-7077-1167",2015-08-25
"1329","doi:10.7281/T1/860JVB","571",2023-05-23 20:36:46
"1330","doi:10.7281/T18G8HM0","572",2023-06-08 12:11:46
"1331","doi:10.7281/T1VD6WC7","0000-0003-0500-5655",2016-04-12
"1332","doi:10.7281/T1QN64NW","0000-0003-0500-5655",2016-06-10
"1333","doi:10.7281/T1KW5CX5","573",2016-04-07
"1334","doi:10.7281/T1/K3ONN5","574",2018-11-19 17:24:44
"1335","doi:10.7281/T1/V3Z6DD","575",2019-01-23 20:57:15
"1336","doi:10.7281/T1/GH4EF2","576",2021-02-22 21:23:35
"1337","doi:10.7281/T1/CRHEAH","577",2020-08-24 19:08:33
"1338","doi:10.7281/T1/BT02SS","578",2021-07-19 20:18:07
"1339","doi:10.7281/T1/VCPZIK","579",2021-08-05 21:44:39
"1340","doi:10.7281/T1/KGCGBM","580",2023-05-09 12:21:59
"1341","doi:10.7281/T1/7ELIJW","581",2024-04-26 19:51:18
"1342","doi:10.7281/T1/ZPJZJC","0000-0002-3313-6030",2021-10-13 12:17:00
"1343","doi:10.7281/T1/ZQZX80","0000-0002-3313-6030",2019-12-05 20:57:25
"1344","doi:10.7281/T1/K08BJZ","582",2022-09-06 17:25:29
"1345","doi:10.7281/T1/YZKNJ6","583",2024-02-22 19:52:00
"1346","doi:10.7281/T1/OSQSMY","584",2018-08-17 13:15:49
"1347","doi:10.7281/T1/NH6EGH","0000-0002-9978-6773",2021-07-12 20:08:01
"1348","doi:10.7281/T1/KOTDPY","0000-0002-8211-118X",2024-08-30 14:03:32
"1349","doi:10.7281/T1/CZZDLJ","0000-0001-5852-9757",2017-06-22 13:24:47
"1350","doi:10.7281/T1/0JWMF0","585",2022-06-23 19:23:43
"1351","doi:10.7281/T1/YI383C","586",2017-08-16 16:55:31
"1352","doi:10.7281/T1PN93HH","587",2020-10-30 18:26:04
